48,40,3

115,433,434,434,434,434,435,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
115,459,434,434,434,434,461,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
115,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
115,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
115,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
115,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
115,31,421,421,421,422,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,13,14,14,14,14,14,14,11,14,14,14,14,14,15,31,31,31,31,31,
115,31,447,447,447,448,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,14,14,14,14,14,14,70,28,28,28,28,28,28,28,28,28,28,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,37,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,92,28,92,28,92,28,92,28,92,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,37,92,28,28,28,28,28,28,28,28,28,28,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,16,17,18,28,28,40,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,40,420,421,421,421,422,28,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,28,40,28,28,42,43,44,28,28,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,28,446,447,447,447,448,40,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,28,28,28,28,68,69,70,28,28,40,28,38,31,31,31,31,31,
115,31,447,447,447,448,39,40,446,447,276,447,448,28,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,28,40,28,28,28,28,28,28,28,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,36,28,446,276,447,276,448,40,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,28,28,28,92,28,92,28,92,28,40,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,40,446,276,447,276,448,28,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,28,40,28,28,28,28,28,28,28,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,28,446,447,276,447,448,40,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,28,28,28,28,16,17,18,28,28,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,40,446,447,447,447,448,28,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,28,40,28,28,42,43,44,28,40,28,28,41,31,31,31,31,31,
115,31,447,447,447,448,39,28,472,473,473,473,474,40,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,28,28,28,28,68,69,70,28,28,28,16,67,31,31,31,31,31,
115,31,447,447,447,448,39,40,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,40,28,28,28,28,28,28,40,28,41,420,421,421,421,421,421,
115,31,447,447,447,448,39,28,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,28,92,37,28,92,28,92,28,92,28,28,41,446,447,447,447,447,447,
115,31,447,447,447,448,39,40,28,28,28,28,28,28,28,28,28,40,28,16,17,18,28,28,17,17,18,28,28,17,17,18,40,28,28,28,28,28,28,40,28,38,446,447,447,447,447,447,
115,31,447,447,447,448,39,28,28,28,420,421,422,420,421,422,28,28,28,42,43,44,28,28,28,28,44,28,28,28,28,44,28,28,28,16,17,18,28,28,28,41,446,447,447,447,447,447,
115,31,447,447,447,448,39,40,28,28,446,276,448,446,276,448,28,40,28,42,43,44,28,28,69,69,70,28,28,69,69,70,40,28,28,42,43,44,28,40,28,41,446,447,447,447,447,447,
115,31,447,447,447,448,39,28,28,28,472,473,474,472,473,474,28,28,28,42,43,44,28,28,28,28,28,28,28,28,28,28,28,28,28,68,69,70,28,28,28,41,446,447,447,447,447,447,
115,31,447,447,447,448,36,40,28,28,420,421,422,420,421,422,28,40,28,42,43,44,28,28,17,17,18,28,28,17,17,18,40,28,28,28,28,28,28,40,28,41,446,447,447,447,447,447,
115,31,447,447,447,448,39,28,28,28,446,276,448,446,276,448,28,28,28,42,43,44,28,28,28,28,44,28,28,28,28,44,28,28,92,28,28,92,28,28,28,41,446,447,447,447,447,447,
115,31,447,276,276,448,39,40,28,28,472,473,474,472,473,474,28,40,28,68,69,70,28,28,69,69,70,28,28,69,69,70,40,28,28,28,28,28,28,28,28,41,446,447,447,447,447,447,
115,31,447,276,276,448,39,28,28,28,28,28,28,28,28,28,28,37,28,92,28,92,28,28,92,28,28,92,28,28,92,28,28,28,28,420,421,421,421,421,421,421,447,447,447,447,447,447,
115,31,447,447,447,448,39,40,28,92,28,92,28,92,28,92,28,40,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,446,447,447,276,433,434,435,276,447,447,447,447,447,
115,31,447,447,447,448,39,28,4,5,5,5,5,5,5,5,6,28,28,28,16,17,17,17,17,17,17,17,17,17,17,17,17,18,37,446,447,447,447,459,434,461,447,447,447,447,447,447,
115,31,447,447,447,448,39,40,30,31,31,31,31,31,31,31,32,40,28,28,41,43,43,43,43,43,43,43,43,43,43,43,43,44,28,446,447,447,447,447,447,447,447,447,447,447,447,447,
115,31,447,447,447,448,39,28,56,57,57,57,57,57,57,57,58,28,28,28,41,43,43,43,43,43,43,43,43,43,43,43,43,44,28,446,447,447,447,447,447,447,447,447,447,447,447,447,
115,31,473,473,473,474,39,28,28,28,28,28,28,28,28,28,28,40,28,28,41,43,43,43,43,43,43,43,43,43,43,43,43,44,28,446,447,447,447,447,447,447,447,447,447,447,447,447,
