13,10,3

0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,158,157,158,157,158,158,158,0,0,0,
0,0,0,183,183,183,183,183,184,184,0,0,0,
0,0,0,209,209,209,209,209,210,210,0,0,0,
0,0,0,210,210,210,210,210,210,210,159,0,0,
0,0,0,210,164,210,210,210,210,210,184,0,0,
0,0,0,0,0,0,184,0,0,0,0,0,0,
0,0,0,0,0,0,184,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,7,8,8,8,8,8,8,8,9,0,0,
0,0,33,0,0,0,0,0,35,0,35,0,0,
0,0,33,0,0,0,0,0,35,0,35,0,0,
0,0,33,0,0,0,0,0,35,0,35,0,0,
0,0,33,0,0,0,0,0,61,0,60,0,0,
0,0,33,8,8,8,0,8,8,8,8,0,0,
0,0,0,0,0,33,0,35,0,0,0,0,0,
0,0,0,0,0,33,190,35,0,0,0,0,0,
0,0,0,0,0,59,113,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0

0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,191,0,0,0,
0,0,0,238,211,185,212,0,0,217,0,0,0,
0,0,0,241,0,0,0,0,189,216,0,0,0,
0,0,0,0,214,0,0,0,0,0,0,0,0,
0,0,0,340,267,340,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0

